layer,sentence,pn,split
43,8,430,train
43,8,451,train
43,8,459,train
43,8,474,train
43,8,479,train
43,8,499,train
43,8,746,test
43,8,804,test
43,8,827,test
43,8,81,test
43,8,277,test
43,8,339,test
43,8,369,test
43,8,371,test
43,8,418,test
43,8,432,test
43,8,440,test
43,9,684,train
43,9,700,train
43,9,715,train
43,9,768,train
43,9,819,train
43,9,877,train
43,9,960,train
43,9,972,train
43,9,3,train
43,9,18,train
43,9,19,train
43,9,26,train
43,9,37,train
43,9,60,train
43,9,62,train
43,9,68,train
43,9,92,train
43,9,119,train
43,9,121,train
43,9,145,train
43,9,156,train
43,9,164,train
43,9,198,train
43,9,199,train
43,9,212,train
43,9,215,train
43,9,271,train
43,9,288,train
43,9,295,train
43,9,324,train
43,9,340,train
43,9,375,train
43,9,382,train
43,9,399,train
43,9,408,train
43,9,421,train
43,9,430,train
43,9,451,train
43,9,459,train
43,9,474,train
43,9,479,train
43,9,499,train
43,9,746,test
43,9,804,test
43,9,827,test
43,9,81,test
43,9,277,test
43,9,339,test
43,9,369,test
43,9,371,test
43,9,418,test
43,9,432,test
43,9,440,test
43,10,684,train
43,10,700,train
43,10,715,train
43,10,768,train
43,10,819,train
43,10,877,train
43,10,960,train
43,10,972,train
43,10,3,train
43,10,18,train
43,10,19,train
43,10,26,train
43,10,37,train
43,10,60,train
43,10,62,train
43,10,68,train
43,10,92,train
43,10,119,train
43,10,121,train
43,10,145,train
43,10,156,train
43,10,164,train
43,10,198,train
43,10,199,train
43,10,212,train
43,10,215,train
43,10,271,train
43,10,288,train
43,10,295,train
43,10,324,train
43,10,340,train
43,10,375,train
43,10,382,train
43,10,399,train
43,10,408,train
43,10,421,train
43,10,430,train
43,10,451,train
43,10,459,train
43,10,474,train
43,10,479,train
43,10,499,train
43,10,746,test
43,10,804,test
43,10,827,test
43,10,81,test
43,10,277,test
43,10,339,test
43,10,369,test
43,10,371,test
43,10,418,test
43,10,432,test
43,10,440,test
43,11,684,train
43,11,700,train
43,11,715,train
43,11,768,train
43,11,819,train
43,11,877,train
43,11,960,train
43,11,972,train
43,11,3,train
43,11,18,train
43,11,19,train
43,11,26,train
43,11,37,train
43,11,60,train
43,11,62,train
43,11,68,train
43,11,92,train
43,11,119,train
43,11,121,train
43,11,145,train
43,11,156,train
43,11,164,train
43,11,198,train
43,11,199,train
43,11,212,train
43,11,215,train
43,11,271,train
43,11,288,train
43,11,295,train
43,11,324,train
43,11,340,train
43,11,375,train
43,11,382,train
43,11,399,train
43,11,408,train
43,11,421,train
43,11,430,train
43,11,451,train
43,11,459,train
43,11,474,train
43,11,479,train
43,11,499,train
43,11,746,test
43,11,804,test
43,11,827,test
43,11,81,test
43,11,277,test
43,11,339,test
43,11,369,test
43,11,371,test
43,11,418,test
43,11,432,test
43,11,440,test
43,12,684,train
43,12,700,train
43,12,715,train
43,12,768,train
43,12,819,train
43,12,877,train
43,12,960,train
43,12,972,train
43,12,3,train
43,12,18,train
43,12,19,train
43,12,26,train
43,12,37,train
43,12,60,train
43,12,62,train
43,12,68,train
43,12,92,train
43,12,119,train
43,12,121,train
43,12,145,train
43,12,156,train
43,12,164,train
43,12,198,train
43,12,199,train
43,12,212,train
43,12,215,train
43,12,271,train
43,12,288,train
43,12,295,train
43,12,324,train
43,12,340,train
43,12,375,train
43,12,382,train
43,12,399,train
43,12,408,train
43,12,421,train
43,12,430,train
43,12,451,train
43,12,459,train
43,12,479,train
43,12,499,train
43,12,746,test
43,12,804,test
43,12,827,test
43,12,81,test
43,12,277,test
43,12,339,test
43,12,369,test
43,12,371,test
43,12,418,test
43,12,432,test
43,12,440,test
43,13,684,train
43,13,700,train
43,13,715,train
43,13,768,train
43,13,819,train
43,13,877,train
43,13,960,train
43,13,972,train
43,13,3,train
43,13,18,train
43,13,19,train
43,13,26,train
43,13,37,train
43,13,60,train
43,13,62,train
43,13,68,train
43,13,92,train
43,13,119,train
43,13,121,train
43,13,145,train
43,13,156,train
43,13,164,train
43,13,198,train
43,13,199,train
43,13,212,train
43,13,215,train
43,13,271,train
43,13,288,train
43,13,295,train
43,13,340,train
43,13,375,train
43,13,382,train
43,13,399,train
43,13,408,train
43,13,421,train
43,13,430,train
43,13,451,train
43,13,459,train
43,13,499,train
43,13,746,test
43,13,804,test
43,13,827,test
43,13,81,test
43,13,339,test
43,13,369,test
43,13,371,test
43,13,418,test
43,13,432,test
43,13,440,test
43,14,684,train
43,14,700,train
43,14,715,train
43,14,768,train
43,14,819,train
43,14,877,train
43,14,960,train
43,14,972,train
43,14,18,train
43,14,19,train
43,14,26,train
43,14,37,train
43,14,60,train
43,14,62,train
43,14,68,train
43,14,92,train
43,14,119,train
43,14,121,train
43,14,145,train
43,14,156,train
43,14,198,train
43,14,212,train
43,14,215,train
43,14,271,train
43,14,288,train
43,14,295,train
43,14,340,train
43,14,382,train
43,14,408,train
43,14,421,train
43,14,430,train
43,14,451,train
43,14,459,train
43,14,499,train
43,14,746,test
43,14,804,test
43,14,827,test
43,14,81,test
43,14,369,test
43,14,371,test
43,14,418,test
43,14,432,test
43,14,440,test
43,15,684,train
43,15,700,train
43,15,715,train
43,15,768,train
43,15,819,train
43,15,877,train
43,15,960,train
43,15,972,train
43,15,18,train
43,15,19,train
43,15,26,train
43,15,68,train
43,15,92,train
43,15,119,train
43,15,121,train
43,15,156,train
43,15,198,train
43,15,212,train
43,15,215,train
43,15,271,train
43,15,288,train
43,15,295,train
43,15,340,train
43,15,382,train
43,15,421,train
43,15,430,train
43,15,451,train
43,15,459,train
43,15,499,train
43,15,827,test
43,15,369,test
43,15,371,test
43,15,418,test
43,15,432,test
43,15,440,test
43,16,684,train
43,16,700,train
43,16,715,train
43,16,768,train
43,16,819,train
43,16,877,train
43,16,960,train
43,16,972,train
43,16,18,train
43,16,19,train
43,16,26,train
43,16,68,train
43,16,119,train
43,16,121,train
43,16,156,train
43,16,198,train
43,16,212,train
43,16,215,train
43,16,271,train
43,16,288,train
43,16,295,train
43,16,340,train
43,16,382,train
43,16,430,train
43,16,459,train
43,16,499,train
43,16,369,test
43,16,371,test
43,16,418,test
43,16,432,test
43,16,440,test
43,17,684,train
43,17,700,train
43,17,715,train
43,17,768,train
43,17,819,train
43,17,877,train
43,17,972,train
43,17,18,train
43,17,19,train
43,17,26,train
43,17,68,train
43,17,119,train
43,17,121,train
43,17,156,train
43,17,198,train
43,17,212,train
43,17,215,train
43,17,271,train
43,17,288,train
43,17,295,train
43,17,340,train
43,17,382,train
43,17,430,train
43,17,499,train
43,17,369,test
43,17,371,test
43,17,418,test
43,17,432,test
43,17,440,test
43,18,684,train
43,18,700,train
43,18,715,train
43,18,768,train
43,18,819,train
43,18,877,train
43,18,972,train
43,18,18,train
43,18,19,train
43,18,26,train
43,18,68,train
43,18,119,train
43,18,121,train
43,18,156,train
43,18,198,train
43,18,212,train
43,18,271,train
43,18,288,train
43,18,295,train
43,18,340,train
43,18,382,train
43,18,430,train
43,18,499,train
43,18,369,test
43,18,418,test
43,18,432,test
43,18,440,test
43,19,684,train
43,19,700,train
43,19,715,train
43,19,819,train
43,19,877,train
43,19,972,train
43,19,18,train
43,19,19,train
43,19,26,train
43,19,119,train
43,19,121,train
43,19,156,train
43,19,198,train
43,19,212,train
43,19,271,train
43,19,288,train
43,19,295,train
43,19,340,train
43,19,382,train
43,19,430,train
43,19,499,train
43,19,369,test
43,19,418,test
43,19,432,test
43,19,440,test
43,20,700,train
43,20,715,train
43,20,819,train
43,20,877,train
43,20,972,train
43,20,18,train
43,20,19,train
43,20,26,train
43,20,119,train
43,20,121,train
43,20,156,train
43,20,198,train
43,20,212,train
43,20,271,train
43,20,288,train
43,20,295,train
43,20,340,train
43,20,382,train
43,20,430,train
43,20,499,train
43,20,369,test
43,20,418,test
43,20,432,test
43,20,440,test
43,21,700,train
43,21,715,train
43,21,819,train
43,21,877,train
43,21,972,train
43,21,18,train
43,21,19,train
43,21,26,train
43,21,121,train
43,21,156,train
43,21,198,train
43,21,212,train
43,21,271,train
43,21,288,train
43,21,295,train
43,21,340,train
43,21,382,train
43,21,430,train
43,21,499,train
43,21,369,test
43,21,418,test
43,21,432,test
43,21,440,test
43,22,700,train
43,22,715,train
43,22,819,train
43,22,877,train
43,22,972,train
43,22,18,train
43,22,26,train
43,22,121,train
43,22,156,train
43,22,198,train
43,22,212,train
43,22,271,train
43,22,288,train
43,22,295,train
43,22,340,train
43,22,382,train
43,22,430,train
43,22,499,train
43,22,369,test
43,22,418,test
43,22,432,test
43,22,440,test
43,23,700,train
43,23,715,train
43,23,819,train
43,23,877,train
43,23,972,train
43,23,18,train
43,23,26,train
43,23,121,train
43,23,156,train
43,23,212,train
43,23,271,train
43,23,288,train
43,23,295,train
43,23,340,train
43,23,382,train
43,23,430,train
43,23,499,train
43,23,418,test
43,23,432,test
43,23,440,test
44,0,684,train
44,0,700,train
44,0,715,train
44,0,768,train
44,0,819,train
44,0,877,train
44,0,960,train
44,0,972,train
44,0,3,train
44,0,18,train
44,0,19,train
44,0,26,train
44,0,37,train
44,0,59,train
44,0,60,train
44,0,62,train
44,0,68,train
44,0,92,train
44,0,119,train
44,0,121,train
44,0,145,train
44,0,156,train
44,0,164,train
44,0,198,train
44,0,199,train
44,0,212,train
44,0,215,train
44,0,271,train
44,0,288,train
44,0,295,train
44,0,309,train
44,0,324,train
44,0,340,train
44,0,375,train
44,0,382,train
44,0,399,train
44,0,408,train
44,0,421,train
44,0,430,train
44,0,451,train
44,0,459,train
44,0,474,train
44,0,479,train
44,0,499,train
44,0,746,test
44,0,804,test
44,0,827,test
44,0,81,test
44,0,277,test
44,0,339,test
44,0,369,test
44,0,371,test
44,0,418,test
44,0,432,test
44,0,440,test
44,1,684,train
44,1,700,train
44,1,715,train
44,1,768,train
44,1,819,train
44,1,877,train
44,1,960,train
44,1,972,train
44,1,3,train
44,1,18,train
44,1,19,train
44,1,26,train
44,1,37,train
44,1,59,train
44,1,60,train
44,1,62,train
44,1,68,train
44,1,92,train
44,1,119,train
44,1,121,train
44,1,145,train
44,1,156,train
44,1,164,train
44,1,198,train
44,1,199,train
44,1,212,train
44,1,215,train
44,1,271,train
44,1,288,train
44,1,295,train
44,1,309,train
44,1,324,train
44,1,340,train
44,1,375,train
44,1,382,train
44,1,399,train
44,1,408,train
44,1,421,train
44,1,430,train
44,1,451,train
44,1,459,train
44,1,474,train
44,1,479,train
44,1,499,train
44,1,746,test
44,1,804,test
44,1,827,test
44,1,81,test
44,1,277,test
44,1,339,test
44,1,369,test
44,1,371,test
44,1,418,test
44,1,432,test
44,1,440,test
44,2,684,train
44,2,700,train
44,2,715,train
44,2,768,train
44,2,819,train
44,2,877,train
44,2,960,train
44,2,972,train
44,2,3,train
44,2,18,train
44,2,19,train
44,2,26,train
44,2,37,train
44,2,59,train
44,2,60,train
44,2,62,train
44,2,68,train
44,2,92,train
44,2,119,train
44,2,121,train
44,2,145,train
44,2,156,train
44,2,164,train
44,2,198,train
44,2,199,train
44,2,212,train
44,2,215,train
44,2,271,train
44,2,288,train
44,2,295,train
44,2,309,train
44,2,324,train
44,2,340,train
44,2,375,train
44,2,382,train
44,2,399,train
44,2,408,train
44,2,421,train
44,2,430,train
44,2,451,train
44,2,459,train
44,2,474,train
44,2,479,train
44,2,499,train
44,2,746,test
44,2,804,test
44,2,827,test
44,2,81,test
44,2,277,test
44,2,339,test
44,2,369,test
44,2,371,test
44,2,418,test
44,2,432,test
44,2,440,test
44,3,684,train
44,3,700,train
44,3,715,train
44,3,768,train
44,3,819,train
44,3,877,train
44,3,960,train
44,3,972,train
44,3,3,train
44,3,18,train
44,3,19,train
44,3,26,train
44,3,37,train
44,3,59,train
44,3,60,train
44,3,62,train
44,3,68,train
44,3,92,train
44,3,119,train
44,3,121,train
44,3,145,train
44,3,156,train
44,3,164,train
44,3,198,train
44,3,199,train
44,3,212,train
44,3,215,train
44,3,271,train
44,3,288,train
44,3,295,train
44,3,309,train
44,3,324,train
44,3,340,train
44,3,375,train
44,3,382,train
44,3,399,train
44,3,408,train
44,3,421,train
44,3,430,train
44,3,451,train
44,3,459,train
44,3,474,train
44,3,479,train
44,3,499,train
44,3,746,test
44,3,804,test
44,3,827,test
44,3,81,test
44,3,277,test
44,3,339,test
44,3,369,test
44,3,371,test
44,3,418,test
44,3,432,test
44,3,440,test
44,4,684,train
44,4,700,train
44,4,715,train
44,4,768,train
44,4,819,train
44,4,877,train
44,4,960,train
44,4,972,train
44,4,3,train
44,4,18,train
44,4,19,train
44,4,26,train
44,4,37,train
44,4,59,train
44,4,60,train
44,4,62,train
44,4,68,train
44,4,92,train
44,4,119,train
44,4,121,train
44,4,145,train
44,4,156,train
44,4,164,train
44,4,198,train
44,4,199,train
44,4,212,train
44,4,215,train
44,4,271,train
44,4,288,train
44,4,295,train
44,4,309,train
44,4,324,train
44,4,340,train
44,4,375,train
44,4,382,train
44,4,399,train
44,4,408,train
44,4,421,train
44,4,430,train
44,4,451,train
44,4,459,train
44,4,474,train
44,4,479,train
44,4,499,train
44,4,746,test
44,4,804,test
44,4,827,test
44,4,81,test
44,4,277,test
44,4,339,test
44,4,369,test
44,4,371,test
44,4,418,test
44,4,432,test
44,4,440,test
44,5,684,train
44,5,700,train
44,5,715,train
44,5,768,train
44,5,819,train
44,5,877,train
44,5,960,train
44,5,972,train
44,5,3,train
44,5,18,train
44,5,19,train
44,5,26,train
44,5,37,train
44,5,59,train
44,5,60,train
44,5,62,train
44,5,68,train
44,5,92,train
44,5,119,train
44,5,121,train
44,5,145,train
44,5,156,train
44,5,164,train
44,5,198,train
44,5,199,train
44,5,212,train
44,5,215,train
44,5,271,train
44,5,288,train
44,5,295,train
44,5,309,train
44,5,324,train
44,5,340,train
44,5,375,train
44,5,382,train
44,5,399,train
44,5,408,train
44,5,421,train
44,5,430,train
44,5,451,train
44,5,459,train
44,5,474,train
44,5,479,train
44,5,499,train
44,5,746,test
44,5,804,test
44,5,827,test
44,5,81,test
44,5,277,test
44,5,339,test
44,5,369,test
44,5,371,test
44,5,418,test
44,5,432,test
44,5,440,test
44,6,684,train
44,6,700,train
44,6,715,train
44,6,768,train
44,6,819,train
44,6,877,train
44,6,960,train
44,6,972,train
44,6,3,train
44,6,18,train
44,6,19,train
44,6,26,train
44,6,37,train
44,6,60,train
44,6,62,train
44,6,68,train
44,6,92,train
44,6,119,train
44,6,121,train
44,6,145,train
44,6,156,train
44,6,164,train
44,6,198,train
44,6,199,train
44,6,212,train
44,6,215,train
44,6,271,train
44,6,288,train
44,6,295,train
44,6,309,train
44,6,324,train
44,6,340,train
44,6,375,train
44,6,382,train
44,6,399,train
44,6,408,train
44,6,421,train
44,6,430,train
44,6,451,train
44,6,459,train
44,6,474,train
44,6,479,train
44,6,499,train
44,6,746,test
44,6,804,test
44,6,827,test
44,6,81,test
44,6,277,test
44,6,339,test
44,6,369,test
44,6,371,test
44,6,418,test
44,6,432,test
44,6,440,test
44,7,684,train
44,7,700,train
44,7,715,train
44,7,768,train
44,7,819,train
44,7,877,train
44,7,960,train
44,7,972,train
44,7,3,train
44,7,18,train
44,7,19,train
44,7,26,train
44,7,37,train
44,7,60,train
44,7,62,train
44,7,68,train
44,7,92,train
44,7,119,train
44,7,121,train
44,7,145,train
44,7,156,train
44,7,164,train
44,7,198,train
44,7,199,train
44,7,212,train
44,7,215,train
44,7,271,train
44,7,288,train
44,7,295,train
44,7,309,train
44,7,324,train
44,7,340,train
44,7,375,train
44,7,382,train
44,7,399,train
44,7,408,train
44,7,421,train
44,7,430,train
44,7,451,train
44,7,459,train
44,7,474,train
44,7,479,train
44,7,499,train
44,7,746,test
44,7,804,test
44,7,827,test
44,7,81,test
44,7,277,test
44,7,339,test
44,7,369,test
44,7,371,test
44,7,418,test
44,7,432,test
44,7,440,test
44,8,684,train
44,8,700,train
44,8,715,train
44,8,768,train
44,8,819,train
44,8,877,train
44,8,960,train
44,8,972,train
44,8,3,train
44,8,18,train
44,8,19,train
44,8,26,train
44,8,37,train
44,8,60,train
44,8,62,train
44,8,68,train
44,8,92,train
44,8,119,train
44,8,121,train
44,8,145,train
44,8,156,train
44,8,164,train
44,8,198,train
44,8,199,train
44,8,212,train
44,8,215,train
44,8,271,train
44,8,288,train
44,8,295,train
44,8,309,train
44,8,324,train
44,8,340,train
44,8,375,train
44,8,382,train
44,8,399,train
44,8,408,train
44,8,421,train
44,8,430,train
44,8,451,train
44,8,459,train
44,8,474,train
44,8,479,train
44,8,499,train
44,8,746,test
44,8,804,test
44,8,827,test
44,8,81,test
44,8,277,test
44,8,339,test
44,8,369,test
44,8,371,test
44,8,418,test
44,8,432,test
44,8,440,test
44,9,684,train
44,9,700,train
44,9,715,train
44,9,768,train
44,9,819,train
44,9,877,train
44,9,960,train
44,9,972,train
44,9,3,train
44,9,18,train
44,9,19,train
44,9,26,train
44,9,37,train
44,9,60,train
44,9,62,train
44,9,68,train
44,9,92,train
44,9,119,train
44,9,121,train
44,9,145,train
44,9,156,train
44,9,164,train
44,9,198,train
44,9,199,train
44,9,212,train
44,9,215,train
44,9,271,train
44,9,288,train
44,9,295,train
44,9,324,train
44,9,340,train
44,9,375,train
44,9,382,train
44,9,399,train
44,9,408,train
44,9,421,train
44,9,430,train
44,9,451,train
44,9,459,train
44,9,474,train
44,9,479,train
44,9,499,train
44,9,746,test
44,9,804,test
44,9,827,test
44,9,81,test
44,9,277,test
44,9,339,test
44,9,369,test
44,9,371,test
44,9,418,test
44,9,432,test
44,9,440,test
44,10,684,train
44,10,700,train
44,10,715,train
44,10,768,train
44,10,819,train
44,10,877,train
44,10,960,train
44,10,972,train
44,10,3,train
44,10,18,train
44,10,19,train
44,10,26,train
44,10,37,train
44,10,60,train
44,10,62,train
44,10,68,train
44,10,92,train
44,10,119,train
44,10,121,train
44,10,145,train
44,10,156,train
44,10,164,train
44,10,198,train
44,10,199,train
44,10,212,train
44,10,215,train
44,10,271,train
44,10,288,train
44,10,295,train
44,10,324,train
44,10,340,train
44,10,375,train
44,10,382,train
44,10,399,train
44,10,408,train
44,10,421,train
44,10,430,train
44,10,451,train
44,10,459,train
44,10,474,train
44,10,479,train
44,10,499,train
44,10,746,test
44,10,804,test
44,10,827,test
44,10,81,test
44,10,277,test
44,10,339,test
44,10,369,test
44,10,371,test
44,10,418,test
44,10,432,test
44,10,440,test
44,11,684,train
44,11,700,train
44,11,715,train
44,11,768,train
44,11,819,train
44,11,877,train
44,11,960,train
44,11,972,train
44,11,3,train
44,11,18,train
44,11,19,train
44,11,26,train
44,11,37,train
44,11,60,train
44,11,62,train
44,11,68,train
44,11,92,train
44,11,119,train
44,11,121,train
44,11,145,train
44,11,156,train
44,11,164,train
44,11,198,train
44,11,199,train
44,11,212,train
44,11,215,train
44,11,271,train
44,11,288,train
44,11,295,train
44,11,324,train
44,11,340,train
44,11,375,train
44,11,382,train
44,11,399,train
44,11,408,train
44,11,421,train
44,11,430,train
44,11,451,train
44,11,459,train
44,11,474,train
44,11,479,train
44,11,499,train
44,11,746,test
44,11,804,test
44,11,827,test
44,11,81,test
44,11,277,test
44,11,339,test
44,11,369,test
44,11,371,test
44,11,418,test
44,11,432,test
44,11,440,test
44,12,684,train
44,12,700,train
44,12,715,train
44,12,768,train
44,12,819,train
44,12,877,train
44,12,960,train
44,12,972,train
44,12,3,train
44,12,18,train
44,12,19,train
44,12,26,train
44,12,37,train
44,12,60,train
44,12,62,train
44,12,68,train
44,12,92,train
44,12,119,train
44,12,121,train
44,12,145,train
44,12,156,train
44,12,164,train
44,12,198,train
44,12,199,train
44,12,212,train
44,12,215,train
44,12,271,train
44,12,288,train
44,12,295,train
44,12,324,train
44,12,340,train
44,12,375,train
44,12,382,train
44,12,399,train
44,12,408,train
44,12,421,train
44,12,430,train
44,12,451,train
44,12,459,train
44,12,479,train
44,12,499,train
44,12,746,test
44,12,804,test
44,12,827,test
44,12,81,test
44,12,277,test
44,12,339,test
44,12,369,test
44,12,371,test
44,12,418,test
44,12,432,test
44,12,440,test
44,13,684,train
44,13,700,train
44,13,715,train
44,13,768,train
44,13,819,train
44,13,877,train
44,13,960,train
44,13,972,train
44,13,3,train
44,13,18,train
44,13,19,train
44,13,26,train
44,13,37,train
44,13,60,train
44,13,62,train
44,13,68,train
44,13,92,train
44,13,119,train
44,13,121,train
44,13,145,train
44,13,156,train
44,13,164,train
44,13,198,train
44,13,199,train
44,13,212,train
44,13,215,train
44,13,271,train
44,13,288,train
44,13,295,train
44,13,340,train
44,13,375,train
44,13,382,train
44,13,399,train
44,13,408,train
44,13,421,train
44,13,430,train
44,13,451,train
44,13,459,train
44,13,499,train
44,13,746,test
44,13,804,test
44,13,827,test
44,13,81,test
44,13,339,test
44,13,369,test
44,13,371,test
44,13,418,test
44,13,432,test
44,13,440,test
44,14,684,train
44,14,700,train
44,14,715,train
44,14,768,train
44,14,819,train
44,14,877,train
44,14,960,train
44,14,972,train
44,14,18,train
44,14,19,train
44,14,26,train
44,14,37,train
44,14,60,train
44,14,62,train
44,14,68,train
44,14,92,train
44,14,119,train
44,14,121,train
44,14,145,train
44,14,156,train
44,14,198,train
44,14,212,train
44,14,215,train
44,14,271,train
44,14,288,train
44,14,295,train
44,14,340,train
44,14,382,train
44,14,408,train
44,14,421,train
44,14,430,train
44,14,451,train
44,14,459,train
44,14,499,train
44,14,746,test
44,14,804,test
44,14,827,test
44,14,81,test
44,14,369,test
44,14,371,test
44,14,418,test
44,14,432,test
44,14,440,test
44,15,684,train
44,15,700,train
44,15,715,train
44,15,768,train
44,15,819,train
44,15,877,train
44,15,960,train
44,15,972,train
44,15,18,train
44,15,19,train
44,15,26,train
44,15,68,train
44,15,92,train
44,15,119,train
44,15,121,train
44,15,156,train
44,15,198,train
44,15,212,train
44,15,215,train
44,15,271,train
44,15,288,train
44,15,295,train
44,15,340,train
44,15,382,train
44,15,421,train
44,15,430,train
44,15,451,train
44,15,459,train
44,15,499,train
44,15,827,test
44,15,369,test
44,15,371,test
44,15,418,test
44,15,432,test
44,15,440,test
44,16,684,train
44,16,700,train
44,16,715,train
44,16,768,train
44,16,819,train
44,16,877,train
44,16,960,train
44,16,972,train
44,16,18,train
44,16,19,train
44,16,26,train
44,16,68,train
44,16,119,train
44,16,121,train
44,16,156,train
44,16,198,train
44,16,212,train
44,16,215,train
44,16,271,train
44,16,288,train
44,16,295,train
44,16,340,train
44,16,382,train
44,16,430,train
44,16,459,train
44,16,499,train
44,16,369,test
44,16,371,test
44,16,418,test
44,16,432,test
44,16,440,test
44,17,684,train
44,17,700,train
44,17,715,train
44,17,768,train
44,17,819,train
44,17,877,train
44,17,972,train
44,17,18,train
44,17,19,train
44,17,26,train
44,17,68,train
44,17,119,train
44,17,121,train
44,17,156,train
44,17,198,train
44,17,212,train
44,17,215,train
44,17,271,train
44,17,288,train
44,17,295,train
44,17,340,train
44,17,382,train
44,17,430,train
44,17,499,train
44,17,369,test
44,17,371,test
44,17,418,test
44,17,432,test
44,17,440,test
44,18,684,train
44,18,700,train
44,18,715,train
44,18,768,train
44,18,819,train
44,18,877,train
44,18,972,train
44,18,18,train
44,18,19,train
44,18,26,train
44,18,68,train
44,18,119,train
44,18,121,train
44,18,156,train
44,18,198,train
44,18,212,train
44,18,271,train
44,18,288,train
44,18,295,train
44,18,340,train
44,18,382,train
44,18,430,train
44,18,499,train
44,18,369,test
44,18,418,test
44,18,432,test
44,18,440,test
44,19,684,train
44,19,700,train
44,19,715,train
44,19,819,train
44,19,877,train
44,19,972,train
44,19,18,train
44,19,19,train
44,19,26,train
44,19,119,train
44,19,121,train
44,19,156,train
44,19,198,train
44,19,212,train
44,19,271,train
44,19,288,train
44,19,295,train
44,19,340,train
44,19,382,train
44,19,430,train
44,19,499,train
44,19,369,test
44,19,418,test
44,19,432,test
44,19,440,test
44,20,700,train
44,20,715,train
44,20,819,train
44,20,877,train
44,20,972,train
44,20,18,train
44,20,19,train
44,20,26,train
44,20,119,train
44,20,121,train
44,20,156,train
44,20,198,train
44,20,212,train
44,20,271,train
44,20,288,train
44,20,295,train
44,20,340,train
44,20,382,train
44,20,430,train
44,20,499,train
44,20,369,test
44,20,418,test
44,20,432,test
44,20,440,test
44,21,700,train
44,21,715,train
44,21,819,train
44,21,877,train
44,21,972,train
44,21,18,train
44,21,19,train
44,21,26,train
44,21,121,train
44,21,156,train
44,21,198,train
44,21,212,train
44,21,271,train
44,21,288,train
44,21,295,train
44,21,340,train
44,21,382,train
44,21,430,train
44,21,499,train
44,21,369,test
44,21,418,test
44,21,432,test
44,21,440,test
44,22,700,train
44,22,715,train
44,22,819,train
44,22,877,train
44,22,972,train
44,22,18,train
44,22,26,train
44,22,121,train
44,22,156,train
44,22,198,train
44,22,212,train
44,22,271,train
44,22,288,train
44,22,295,train
44,22,340,train
44,22,382,train
44,22,430,train
44,22,499,train
44,22,369,test
44,22,418,test
44,22,432,test
44,22,440,test
44,23,700,train
44,23,715,train
44,23,819,train
44,23,877,train
44,23,972,train
44,23,18,train
44,23,26,train
44,23,121,train
44,23,156,train
44,23,212,train
44,23,271,train
44,23,288,train
44,23,295,train
44,23,340,train
44,23,382,train
44,23,430,train
44,23,499,train
44,23,418,test
44,23,432,test
44,23,440,test
45,0,684,train
45,0,700,train
45,0,715,train
45,0,768,train
45,0,819,train
45,0,877,train
45,0,960,train
45,0,972,train
45,0,3,train
45,0,18,train
45,0,19,train
45,0,26,train
45,0,37,train
45,0,59,train
45,0,60,train
45,0,62,train
45,0,68,train
45,0,92,train
45,0,119,train
45,0,121,train
45,0,145,train
45,0,156,train
45,0,164,train
45,0,198,train
45,0,199,train
45,0,212,train
45,0,215,train
45,0,271,train
45,0,288,train
45,0,295,train
45,0,309,train
45,0,324,train
45,0,340,train
45,0,375,train
45,0,382,train
45,0,399,train
45,0,408,train
45,0,421,train
45,0,430,train
45,0,451,train
45,0,459,train
45,0,474,train
45,0,479,train
45,0,499,train
45,0,746,test
45,0,804,test
45,0,827,test
45,0,81,test
45,0,277,test
45,0,339,test
45,0,369,test
45,0,371,test
45,0,418,test
45,0,432,test
45,0,440,test
45,1,684,train
45,1,700,train
45,1,715,train
45,1,768,train
45,1,819,train
45,1,877,train
45,1,960,train
45,1,972,train
45,1,3,train
45,1,18,train
45,1,19,train
45,1,26,train
45,1,37,train
45,1,59,train
45,1,60,train
45,1,62,train
45,1,68,train
45,1,92,train
45,1,119,train
45,1,121,train
45,1,145,train
45,1,156,train
45,1,164,train
45,1,198,train
45,1,199,train
45,1,212,train
45,1,215,train
45,1,271,train
45,1,288,train
45,1,295,train
45,1,309,train
45,1,324,train
45,1,340,train
45,1,375,train
45,1,382,train
45,1,399,train
45,1,408,train
45,1,421,train
45,1,430,train
45,1,451,train
45,1,459,train
45,1,474,train
45,1,479,train
45,1,499,train
45,1,746,test
45,1,804,test
45,1,827,test
45,1,81,test
45,1,277,test
45,1,339,test
45,1,369,test
45,1,371,test
45,1,418,test
45,1,432,test
45,1,440,test
45,2,684,train
45,2,700,train
45,2,715,train
45,2,768,train
45,2,819,train
45,2,877,train
45,2,960,train
45,2,972,train
45,2,3,train
45,2,18,train
45,2,19,train
45,2,26,train
45,2,37,train
45,2,59,train
45,2,60,train
45,2,62,train
45,2,68,train
45,2,92,train
45,2,119,train
45,2,121,train
45,2,145,train
45,2,156,train
45,2,164,train
45,2,198,train
45,2,199,train
45,2,212,train
45,2,215,train
45,2,271,train
45,2,288,train
45,2,295,train
45,2,309,train
45,2,324,train
45,2,340,train
45,2,375,train
45,2,382,train
45,2,399,train
45,2,408,train
45,2,421,train
45,2,430,train
45,2,451,train
45,2,459,train
45,2,474,train
45,2,479,train
45,2,499,train
45,2,746,test
45,2,804,test
45,2,827,test
45,2,81,test
45,2,277,test
45,2,339,test
45,2,369,test
